area,ano,acertos,nota_min,nota_max,nota_media
LC,2021,30,565.4,679.0,634.62
LC,2021,31,584.0,699.5,644.15
LC,2021,32,588.1,711.4,653.9
LC,2021,33,592.7,717.6,664.18
LC,2021,34,619.4,729.6,674.81
LC,2021,35,625.6,734.5,685.74
LC,2021,36,642.4,758.8,697.04
LC,2021,37,650.1,777.0,709.41
LC,2021,38,668.4,781.6,723.98
LC,2021,39,655.2,794.2,735.2
LC,2021,40,698.6,808.0,752.13
LC,2021,41,710.0,826.1,765.09
LC,2021,42,744.0,790.3,773.74
LC,2021,43,786.1,820.5,810.08
MT,2021,0,353.8,353.8,353.8
MT,2021,1,353.8,384.2,362.18
MT,2021,2,354.0,414.9,370.54
MT,2021,3,354.6,444.4,378.89
MT,2021,4,354.9,470.1,388.8
MT,2021,5,356.3,495.4,399.79
MT,2021,6,357.1,512.5,411.96
MT,2021,7,359.0,533.7,425.87
MT,2021,8,359.6,553.2,441.55
MT,2021,9,362.9,573.2,459.47
MT,2021,10,364.4,597.4,479.59
MT,2021,11,369.4,613.8,501.97
MT,2021,12,375.5,631.2,525.74
MT,2021,13,387.4,644.0,550.11
MT,2021,14,394.3,651.6,573.48
MT,2021,15,395.4,664.7,595.38
MT,2021,16,433.5,674.2,614.52
MT,2021,17,462.9,682.5,631.1
MT,2021,18,512.5,689.4,645.52
MT,2021,19,492.4,698.0,658.08
MT,2021,20,576.0,706.5,669.41
MT,2021,21,605.4,715.8,679.97
MT,2021,22,598.4,722.6,689.99
MT,2021,23,645.9,732.7,699.43
MT,2021,24,656.4,741.6,708.59
MT,2021,25,664.1,750.0,717.8
MT,2021,26,683.0,756.8,726.63
MT,2021,27,689.2,766.1,735.49
MT,2021,28,698.3,775.6,744.35
MT,2021,29,715.1,785.1,753.23
MT,2021,30,725.8,791.2,762.4
MT,2021,31,732.7,800.4,771.56
MT,2021,32,743.5,809.9,781.27
MT,2021,33,752.8,821.9,791.08
MT,2021,34,762.1,830.2,801.38
MT,2021,35,775.8,841.7,812.49
MT,2021,36,787.1,856.1,824.13
MT,2021,37,789.8,869.6,836.74
MT,2021,38,814.8,882.1,850.37
MT,2021,39,826.5,898.3,865.24
MT,2021,40,838.2,913.2,881.74
MT,2021,41,857.5,930.6,899.69
MT,2021,42,874.3,944.1,919.65
MT,2021,43,908.1,948.8,936.87
MT,2021,44,953.1,953.1,953.1
CH,2022,0,305.1,305.1,305.1
CH,2022,1,305.1,352.5,316.53
CH,2022,2,305.1,382.5,326.81
CH,2022,3,305.2,409.1,334.59
CH,2022,4,305.6,430.7,343.58
CH,2022,5,306.0,444.9,354.61
CH,2022,6,306.4,453.6,366.35
CH,2022,7,306.6,466.4,380.42
CH,2022,8,307.4,482.5,394.69
CH,2022,9,308.7,491.5,410.27
CH,2022,10,310.2,504.0,425.99
CH,2022,11,310.1,513.7,441.94
CH,2022,12,318.5,525.2,457.18
CH,2022,13,318.1,534.0,471.74
CH,2022,14,328.3,543.8,485.36
CH,2022,15,346.3,554.8,498.41
CH,2022,16,342.1,562.2,510.67
CH,2022,17,366.1,570.3,522.24
CH,2022,18,386.5,581.9,533.02
CH,2022,19,397.8,590.0,543.34
CH,2022,20,434.1,598.0,553.18
CH,2022,21,463.4,608.2,562.54
CH,2022,22,486.5,615.9,571.39
CH,2022,23,500.7,625.9,580.08
CH,2022,24,526.5,632.4,588.51
CH,2022,25,542.1,640.2,596.65
CH,2022,26,547.9,644.9,605.01
CH,2022,27,562.8,651.6,613.09
CH,2022,28,572.3,660.6,621.26
CH,2022,29,578.0,666.5,629.53
CH,2022,30,583.7,675.0,637.83
CH,2022,31,595.9,683.3,646.43
CH,2022,32,605.5,694.2,655.07
CH,2022,33,616.6,703.2,664.13
CH,2022,34,623.4,713.0,673.41
CH,2022,35,631.9,722.9,683.04
CH,2022,36,639.3,737.7,693.29
CH,2022,37,653.3,750.4,703.93
CH,2022,38,664.0,764.1,715.2
CH,2022,39,668.8,781.0,727.63
CH,2022,40,687.4,793.4,741.12
CH,2022,41,687.8,807.0,756.83
CH,2022,42,724.3,817.7,776.38
CH,2022,43,755.4,829.1,795.54
CH,2022,44,769.4,839.2,811.78
CH,2022,45,839.2,839.2,839.2
CN,2022,0,360.6,360.6,360.6
CN,2022,1,360.6,399.8,368.42
CN,2022,2,360.6,417.2,373.68
CN,2022,3,360.6,438.9,380.81
CN,2022,4,360.6,459.3,388.73
CN,2022,5,360.7,481.7,397.87
CN,2022,6,361.0,493.2,407.54
CN,2022,7,361.5,523.5,418.23
CN,2022,8,361.8,545.5,430.08
CN,2022,9,362.6,556.6,443.25
CN,2022,10,363.3,582.1,457.51
CN,2022,11,367.2,591.2,473.17
CN,2022,12,369.0,598.4,489.9
CN,2022,13,373.4,611.5,507.16
CN,2022,14,372.3,620.6,525.03
CN,2022,15,386.2,629.5,542.52
CN,2022,16,399.4,641.1,559.52
CN,2022,17,416.0,651.3,575.63
CN,2022,18,422.8,657.5,590.46
CN,2022,19,436.2,663.9,604.45
CN,2022,20,471.1,673.8,617.22
CN,2022,21,506.5,681.1,628.79
CN,2022,22,536.7,689.8,639.63
CN,2022,23,562.7,693.3,649.81
CN,2022,24,586.8,699.6,659.13
CN,2022,25,599.3,709.3,667.89
CN,2022,26,604.3,719.3,676.78
CN,2022,27,624.1,727.1,684.6
CN,2022,28,613.6,728.3,692.98
CN,2022,29,646.1,737.3,700.64
CN,2022,30,644.2,746.2,708.93
CN,2022,31,664.9,753.1,716.9
CN,2022,32,672.8,758.7,725.14
CN,2022,33,686.7,771.2,733.41
CN,2022,34,691.4,777.9,742.06
CN,2022,35,699.5,795.7,750.45
CN,2022,36,715.2,803.3,760.54
CN,2022,37,724.1,825.7,769.19
CN,2022,38,728.3,825.7,779.04
CN,2022,39,742.8,857.4,790.84
CN,2022,40,751.3,844.9,802.33
CN,2022,41,772.3,868.7,816.51
CN,2022,42,777.7,868.7,825.88
CN,2022,43,838.7,875.3,857.28
CN,2022,44,868.7,868.7,868.7
CN,2022,45,875.3,875.3,875.3
LC,2022,0,270.6,280.7,275.44
LC,2022,1,270.6,320.9,283.88
LC,2022,2,270.6,349.3,293.38
LC,2022,3,270.9,365.8,304.95
LC,2022,4,271.1,391.8,316.43
LC,2022,5,271.3,404.2,328.85
LC,2022,6,273.3,421.0,341.16
LC,2022,7,273.8,434.9,354.26
LC,2022,8,273.1,450.2,367.51
LC,2022,9,275.5,459.2,381.89
LC,2022,10,280.0,471.4,396.51
LC,2022,11,284.5,481.9,411.52
LC,2022,12,282.6,492.5,426.46
LC,2022,13,302.3,503.5,440.92
LC,2022,14,308.9,513.4,454.85
LC,2022,15,326.0,526.8,467.93
LC,2022,16,316.3,533.5,480.62
LC,2022,17,351.9,542.3,492.29
LC,2022,18,350.6,552.5,503.23
LC,2022,19,396.0,559.7,513.73
LC,2022,20,405.2,568.6,523.6
LC,2022,21,439.0,578.7,533.21
LC,2022,22,450.8,582.6,542.42
LC,2022,23,472.6,593.0,551.4
LC,2022,24,490.9,599.3,560.29
LC,2022,25,501.1,614.3,568.94
LC,2022,26,515.6,620.3,577.64
LC,2022,27,524.7,632.1,586.29
LC,2022,28,537.1,642.1,594.93
LC,2022,29,543.0,646.2,603.78
LC,2022,30,553.0,654.7,612.73
LC,2022,31,560.6,666.1,621.77
LC,2022,32,574.8,677.4,631.12
LC,2022,33,578.9,688.5,640.75
LC,2022,34,597.0,698.0,650.74
LC,2022,35,602.4,708.4,661.0
LC,2022,36,624.8,721.8,672.13
LC,2022,37,631.1,730.3,683.41
LC,2022,38,653.3,742.9,695.34
LC,2022,39,664.7,754.5,708.15
LC,2022,40,676.1,761.2,721.49
LC,2022,41,707.7,778.5,738.98
LC,2022,42,731.3,789.2,754.48
LC,2022,43,747.9,797.0,768.11
LC,2022,44,785.2,801.0,793.1
MT,2022,0,336.8,336.8,336.8
MT,2022,1,336.8,384.4,345.06
MT,2022,2,336.8,411.4,354.2
MT,2022,3,336.9,441.6,364.94
MT,2022,4,336.9,481.5,375.48
MT,2022,5,337.0,526.3,387.83
MT,2022,6,337.1,557.9,401.41
MT,2022,7,337.1,582.2,417.05
MT,2022,8,337.9,602.7,435.03
MT,2022,9,337.9,623.3,454.7
MT,2022,10,339.1,640.2,476.81
MT,2022,11,338.9,659.1,500.08
MT,2022,12,346.5,670.0,524.62
MT,2022,13,352.3,681.8,549.74
MT,2022,14,358.5,695.3,574.6
MT,2022,15,361.6,707.8,598.51
MT,2022,16,378.5,716.8,621.28
MT,2022,17,389.0,729.0,642.7
MT,2022,18,402.8,744.1,662.41
MT,2022,19,437.2,751.2,680.5
MT,2022,20,428.6,767.5,697.15
MT,2022,21,466.4,782.4,712.54
MT,2022,22,508.3,798.1,727.05
MT,2022,23,482.8,807.5,740.99
MT,2022,24,508.3,820.0,754.03
MT,2022,25,551.1,834.3,767.03
MT,2022,26,618.7,841.4,779.51
MT,2022,27,679.4,853.3,791.64
MT,2022,28,722.7,859.7,803.57
MT,2022,29,735.3,870.1,815.11
MT,2022,30,759.1,878.5,826.17
MT,2022,31,773.0,885.7,837.13
MT,2022,32,770.8,898.3,847.81
MT,2022,33,799.7,907.5,859.53
MT,2022,34,806.8,925.3,870.98
MT,2022,35,818.8,931.5,882.63
MT,2022,36,837.7,944.4,895.25
MT,2022,37,848.4,955.8,908.92
MT,2022,38,848.9,967.4,921.63
MT,2022,39,880.6,973.3,936.23
MT,2022,40,888.5,978.0,947.92
MT,2022,41,896.3,981.3,960.23
MT,2022,42,936.8,983.9,968.74
MT,2022,43,958.1,985.7,978.33
MT,2022,44,985.7,985.7,985.7
MT,2023,1,328.2,336.3,369.6
MT,2023,2,328.2,343.3,399.4
MT,2023,3,328.2,350.7,431.1
MT,2023,4,328.2,359.7,455.0
MT,2023,5,328.5,370.3,483.2
MT,2023,6,328.6,382.0,505.4
MT,2023,7,328.8,395.5,524.8
MT,2023,8,329.2,410.6,545.0
MT,2023,9,330.4,428.1,562.7
MT,2023,10,331.1,447.8,582.9
MT,2023,11,332.0,469.3,596.4
MT,2023,12,332.0,492.8,616.0
MT,2023,13,332.2,517.2,633.1
MT,2023,14,341.1,541.9,643.6
MT,2023,15,343.3,565.5,656.7
MT,2023,16,349.2,588.0,666.7
MT,2023,17,362.6,608.0,678.9
MT,2023,18,382.9,626.1,687.7
MT,2023,19,388.5,642.6,698.5
MT,2023,20,449.4,656.9,709.0
MT,2023,21,446.8,670.1,715.7
MT,2023,22,531.5,682.1,724.1
MT,2023,23,573.9,693.7,734.9
MT,2023,24,621.7,704.5,740.5
MT,2023,25,640.3,714.8,749.9
MT,2023,26,642.0,724.9,757.9
MT,2023,27,666.4,734.7,768.3
MT,2023,28,689.4,744.7,776.2
MT,2023,29,696.0,754.6,786.0
MT,2023,30,708.8,764.7,796.2
MT,2023,31,726.6,775.2,809.9
MT,2023,32,730.1,785.6,818.8
MT,2023,33,753.7,796.8,828.7
MT,2023,34,767.2,808.0,837.6
MT,2023,35,782.3,819.7,852.5
MT,2023,36,794.7,831.7,865.4
MT,2023,37,801.9,845.0,882.7
MT,2023,38,821.3,858.8,891.6
MT,2023,39,833.4,873.7,909.5
MT,2023,40,854.1,890.2,923.1
MT,2023,41,870.5,907.9,935.8
MT,2023,42,891.9,927.6,947.8
MT,2023,43,917.8,945.7,958.6
MT,2023,44,958.6,958.6,958.6
MT,2023,45,958.6,958.6,958.6
CN,2023,1,323.3,338.3,374.0
CN,2023,2,323.3,351.3,410.3
CN,2023,3,323.4,364.0,440.9
CN,2023,4,323.4,376.4,464.9
CN,2023,5,323.4,388.8,492.8
CN,2023,6,323.5,401.0,512.4
CN,2023,7,323.5,414.3,527.3
CN,2023,8,323.8,427.9,539.4
CN,2023,9,324.0,442.8,550.6
CN,2023,10,324.3,458.5,562.7
CN,2023,11,324.8,474.9,575.9
CN,2023,12,325.0,491.9,588.7
CN,2023,13,327.3,509.4,598.1
CN,2023,14,330.3,526.9,606.7
CN,2023,15,327.6,544.1,613.8
CN,2023,16,338.3,560.7,621.1
CN,2023,17,339.1,576.2,628.3
CN,2023,18,366.0,590.3,640.1
CN,2023,19,363.6,603.0,646.4
CN,2023,20,419.7,614.3,655.9
CN,2023,21,463.7,624.4,659.8
CN,2023,22,479.0,633.5,668.9
CN,2023,23,504.6,641.9,672.6
CN,2023,24,590.0,649.8,681.2
CN,2023,25,600.2,657.5,687.2
CN,2023,26,624.6,664.7,692.5
CN,2023,27,634.0,671.8,699.6
CN,2023,28,643.7,679.1,704.2
CN,2023,29,649.6,686.0,714.0
CN,2023,30,661.1,693.2,721.3
CN,2023,31,667.5,700.3,727.7
CN,2023,32,670.5,707.6,731.6
CN,2023,33,686.3,715.3,742.7
CN,2023,34,692.5,722.9,750.8
CN,2023,35,700.0,731.1,761.2
CN,2023,36,711.4,739.3,766.1
CN,2023,37,719.4,748.0,778.3
CN,2023,38,725.4,757.4,791.4
CN,2023,39,738.3,767.3,798.1
CN,2023,40,747.2,778.0,809.0
CN,2023,41,763.0,790.8,816.5
CN,2023,42,772.1,805.4,833.5
CN,2023,43,783.4,823.9,844.3
CN,2023,44,806.1,845.2,856.7
CN,2023,45,868.4,868.4,868.4
CH,2023,1,293.6,301.0,336.5
CH,2023,2,293.7,308.6,368.4
CH,2023,3,293.8,316.3,380.7
CH,2023,4,294.0,324.8,402.6
CH,2023,5,294.7,333.3,409.8
CH,2023,6,294.8,342.6,426.2
CH,2023,7,295.2,353.2,437.2
CH,2023,8,296.4,365.0,448.6
CH,2023,9,296.4,377.6,460.7
CH,2023,10,298.6,391.4,472.9
CH,2023,11,300.2,405.6,483.9
CH,2023,12,306.7,420.6,493.1
CH,2023,13,313.9,435.5,507.2
CH,2023,14,311.7,449.8,509.7
CH,2023,15,320.0,463.7,521.2
CH,2023,16,313.8,476.7,532.4
CH,2023,17,343.1,488.8,538.5
CH,2023,18,340.4,500.0,544.1
CH,2023,19,380.2,510.3,558.5
CH,2023,20,391.6,520.0,563.9
CH,2023,21,397.0,529.2,571.6
CH,2023,22,446.2,537.7,583.0
CH,2023,23,462.3,546.0,588.6
CH,2023,24,479.3,553.9,594.2
CH,2023,25,501.1,561.6,601.9
CH,2023,26,516.4,569.3,609.2
CH,2023,27,527.5,576.8,617.8
CH,2023,28,539.4,584.2,624.7
CH,2023,29,545.5,591.7,631.9
CH,2023,30,553.8,599.5,644.5
CH,2023,31,564.8,607.4,651.0
CH,2023,32,572.5,615.3,656.4
CH,2023,33,577.3,624.0,665.1
CH,2023,34,587.4,632.9,674.2
CH,2023,35,595.1,642.4,684.3
CH,2023,36,602.9,652.8,695.2
CH,2023,37,611.9,663.9,703.1
CH,2023,38,620.3,676.0,716.5
CH,2023,39,630.8,689.2,730.4
CH,2023,40,647.5,704.1,743.4
CH,2023,41,664.9,720.9,757.0
CH,2023,42,679.2,740.2,772.6
CH,2023,43,706.8,762.8,788.0
CH,2023,44,743.1,791.4,805.1
CH,2023,45,823.0,823.0,823.0
LC,2023,1,287.2,294.8,346.1
LC,2023,2,287.6,303.2,367.3
LC,2023,3,288.0,313.2,384.2
LC,2023,4,288.2,321.4,392.8
LC,2023,5,288.7,332.5,408.3
LC,2023,6,289.8,344.3,419.5
LC,2023,7,290.9,356.9,431.8
LC,2023,8,290.9,369.9,442.2
LC,2023,9,294.2,383.8,450.7
LC,2023,10,295.4,398.0,459.9
LC,2023,11,296.7,411.9,471.8
LC,2023,12,302.5,426.0,481.6
LC,2023,13,302.6,439.1,490.4
LC,2023,14,308.1,452.0,503.9
LC,2023,15,318.8,463.7,511.5
LC,2023,16,323.1,475.2,520.7
LC,2023,17,324.2,485.8,530.0
LC,2023,18,366.7,495.8,536.9
LC,2023,19,366.5,505.2,548.1
LC,2023,20,406.9,514.1,555.7
LC,2023,21,399.4,522.8,560.3
LC,2023,22,453.2,531.0,569.4
LC,2023,23,469.9,539.1,578.6
LC,2023,24,481.8,547.1,580.9
LC,2023,25,496.1,555.0,588.7
LC,2023,26,506.0,562.9,598.0
LC,2023,27,514.2,570.8,605.7
LC,2023,28,531.3,578.9,612.6
LC,2023,29,540.5,587.0,619.2
LC,2023,30,547.2,595.3,628.0
LC,2023,31,550.4,603.8,636.1
LC,2023,32,567.8,612.7,642.1
LC,2023,33,571.7,622.0,651.9
LC,2023,34,582.0,631.6,659.5
LC,2023,35,592.8,641.9,670.3
LC,2023,36,599.0,652.8,679.6
LC,2023,37,615.8,664.3,690.2
LC,2023,38,628.8,676.8,704.5
LC,2023,39,640.8,690.2,717.0
LC,2023,40,652.8,704.8,735.5
LC,2023,41,688.6,721.0,749.2
LC,2023,42,703.4,738.5,767.9
LC,2023,43,731.8,758.9,783.3
LC,2023,44,768.9,788.3,803.1
